size_sqft,price
2955,23423237.92975696
1024,6795445.367948111
3450,32112036.3661195
4631,34894874.14913992
4615,35841170.309558794
2868,25673683.361526985
4347,38591234.27161988
4995,44621429.173243225
3201,24366334.503338546
1471,14556026.01895836
1666,12929675.401367461
3274,25375033.099468105
2482,24465638.346876856
1353,10175336.812421242
4646,39002613.78806294
4236,35354738.40769192
4269,31939736.87098449
1074,12490278.566068962
3761,32768842.68103686
1648,8225128.164388738
2215,19552263.33371203
4354,33513079.697500136
2991,28219225.919237882
3160,21943800.489657726
3624,28922569.094111368
3551,30494073.652965397
504,5195020.882425626
1376,14296874.770141914
1491,8372734.041972132
4642,43091743.01060213
4864,41487433.976364814
4965,44799154.63900269
1135,12702720.507699724
2193,18509169.65663487
2182,14603405.367266517
619,4261340.456253897
1330,16408689.998587731
4175,38556313.344969146
1869,14093200.05968893
1240,2465087.141393464
616,5289930.7970846435
3338,26840891.33561265
1650,13450682.16387885
2431,22033617.605494205
1512,15724637.73796499
2164,21282898.641298573
1581,14985127.420406101
1012,3693687.8942320924
3349,26768400.801920112
1059,16384269.350647569
4172,35498650.20440744
3843,32847458.705331594
4570,38638457.81932157
1970,18006138.86751797
1080,2490663.45674223
2794,22633427.049266793
3647,30062321.504615933
4749,42836486.19776024
2179,18575018.68386689
4006,28108465.840194177
3244,28242267.46851526
3856,29436526.055271763
4545,33709643.07675575
1743,12441522.859850258
3618,31571512.688993547
2641,25904283.719280206
3559,30920789.835532762
3459,30568069.670851063
2765,24539135.818514004
2979,25135981.530581404
2135,20170791.904888272
2257,11799673.598791737
4952,40949265.0539145
2570,18425224.896133244
3349,31280707.717632417
3751,30566534.08434942
4230,34932844.26480349
2989,20396784.37723859
2131,21098492.667038552
3316,29409984.36082143
1515,14790843.64702151
1848,13344931.443493534
3587,27375080.46518561
3339,28382798.363337714
835,5596504.769255847
1395,13464678.888032015
4046,26885262.191699833
1351,10345366.330780223
2187,23886260.396279473
2431,21766457.483987294
4246,35468380.99359298
2927,30371679.60701407
2068,10536139.143595692
4500,34554066.65563568
3238,25700480.484757833
3998,35559053.69901617
4413,38930969.08968471
1566,10929979.873052122
4880,43033862.96642765
2944,23342055.69803488
4607,41490918.8769475
3873,28886071.905633826
4469,36382065.20280152
3046,23897498.05387032
1253,14192091.114697142
2582,20087656.350301486
3274,27064654.41296473
3396,29688434.19298915
4685,40115775.44907836
1275,13860857.822419515
2125,18633374.330534
3569,28297253.254160505
917,7286903.763923748
614,5989016.945622836
1116,10676777.42822315
4474,36350485.05645469
3767,31193610.262896642
1325,7048238.418283684
2016,19130065.853364035
3646,30711336.86666829
912,11301611.240623266
1228,10824481.522221254
3848,26568807.264434643
3308,26388661.432079975
1175,9800210.23064475
3965,34948709.916300796
3004,18821179.366459817
3467,28859538.550846804
3286,28829025.64737992
1622,11991536.34415544
4579,37855884.02945054
2071,15686890.472550467
2643,19955281.20033883
2187,17270740.44960605
4632,35923924.02259897
4351,37858854.935809
3940,30315144.36949387
4266,32419269.978856217
2826,28911786.0005186
3414,31194220.035472106
4452,31031459.918022398
1095,7465695.1304423995
1228,11551388.915168133
1865,16891265.20169448
4992,36464521.40278932
1198,14059696.478466965
895,10635673.257544879
4671,39813704.89612102
4860,43950185.47213636
3002,26372869.977712754
2319,20897742.637755543
1217,15409037.815466728
3282,30559658.742183127
4077,31091477.623265408
643,8043585.536015746
3640,28127196.405124255
4991,42440463.65285084
3438,29933840.521059442
4136,29937598.062632043
3722,30410463.166066892
1667,15131771.070741206
3116,24619129.42701753
1562,14440129.82717228
2656,24665693.331003208
3482,28764220.80730773
3794,32025798.43012478
1656,18398272.235667925
1232,12275589.749675678
4830,40242472.86902342
1453,9749761.861075917
3039,27325078.034166545
3824,32582449.848175816
3801,35259218.301104225
2042,17476635.629909933
1691,9079200.499598013
3493,23843637.393515214
3181,28655042.2912792
1717,13025419.20690554
2040,18630303.253331494
3736,31230697.93350707
2886,23587480.99691824
4219,34462916.14323533
1888,13507831.48486432
2356,19800666.933300987
1865,14166519.701616803
999,7875230.439622886
2180,17469052.865872517
1010,8399920.190303842
4812,42262520.36952126
1824,15202627.51238592
1655,17311107.009770297
2327,24229564.853979446
3641,32692833.953168448
3986,34491405.605205536
2310,20460496.62845056
3423,30980076.12715021
2714,22980082.21578872
4686,41441709.5378716
1213,12546317.415869053
4102,32736478.617658835
4634,40759552.64030842
4022,33450440.017932706
4768,38825603.977163054
1743,13515402.518803038
4209,35170056.543623716
1581,16637387.84623895
955,11306820.016779112
1394,13212181.39237687
1884,17870930.922175106
2458,24479090.374567673
3572,29126101.126487415
2496,17621739.98940938
4785,43183389.55653572
1004,7442665.243907845
1714,12640985.629968286
2031,11859406.733996347
3940,34233849.15949289
1323,6719642.126343336
1428,10173223.57692479
633,7828710.383545176
2605,24005763.757225115
4127,32060887.5553453
2352,19413540.019022785
4675,35782216.42078154
3433,26818809.636566453
3784,32070645.780458722
4798,37879059.96361063
3311,26755354.879472993
1750,10605879.9551473
4012,36494868.49441841
1756,16578199.779513197
3876,34386716.1155116
3986,36759275.973850586
4084,31196361.37336285
1896,15092816.550915929
4137,28411496.897253368
3830,41061268.730306715
3203,26175244.05404787
970,11876183.699744737
1853,12109516.566993624
3283,30253165.27692903
3331,33220772.629948996
857,7675157.752916056
3519,26119355.510231197
1167,9919610.797163391
4968,34063715.42512832
1645,14046339.896934474
4685,40942901.417938985
4219,34644727.06687946
3245,26107581.335933097
1039,10894704.348336099
3279,29044074.540848657
4636,33108283.31248445
4275,35466468.886836365
3008,32371955.37268773
3279,23226951.263055928
1424,12135743.5015008
3456,34473238.36615511
2081,20960525.469631027
3824,30051809.957671814
4985,41498406.13886781
755,7033664.9600455295
2338,17459784.587034997
2444,20329243.677520752
509,4232101.601580412
3371,28306246.81423025
1297,9130850.4579269
1515,9290145.399266016
2324,19468157.67982289
4969,45897354.65453634
3636,30334608.778788388
2693,21549218.663205363
723,9046257.415115494
4658,37789041.16221386
4425,42004098.77487733
4500,36988262.472114764
2133,20165491.18947449
2652,19952186.85282018
1010,10589267.760009987
884,8897280.430831263
904,8062481.626022376
2500,19494726.71649084
3256,25133909.503042877
2168,19191057.991938956
1960,18566817.32908942
4136,33706511.61111761
3224,27653803.787362378
4678,38310255.96560169
2548,21679578.074716162
4646,37566665.05196832
1216,10781917.738104925
2323,27678121.370452277
2581,22582902.896422274
3919,34287890.87529313
2074,18906070.81598429
749,6203549.530108822
1173,14265967.639875004
2665,21446508.688720975
1270,14325163.646827653
4462,35693379.00580066
4863,37024082.44256788
2484,21968188.624708578
1577,10301994.93169368
735,8486920.675049828
888,4521524.03172605
3537,28338975.90858144
2348,15488810.910425775
3314,35984501.02820819
3874,27030121.321151055
3778,31253441.221189212
1752,18445912.82299004
4481,39957157.72576108
2622,24530026.36651941
2650,21248314.835335575
1829,19685266.839011006
1858,18604173.27240655
2982,25492898.85298143
2517,21857742.273179777
1831,14736232.057153882
4844,37023043.922500886
4761,42799452.92643615
1858,19800623.980804596
3677,27763672.576910235
2628,21562644.504561424
2680,22009730.350623213
637,5998032.288779071
3972,32968884.635762744
3332,30496584.384938538
4079,31390348.07453977
3531,26708959.02546202
4664,42021859.226428926
3093,24356065.774356104
4800,35610893.9392688
4318,34088610.17370039
4638,37113841.794268
4323,40248888.18317729
4542,40110478.63713021
2406,23690561.849896725
1260,13539920.927040357
3945,35398731.014845945
1399,10127753.620259047
4955,40044193.53393955
3447,25606254.060929354
2219,18120535.9083889
780,9292314.972804222
3766,31531749.85443674
2387,24030442.456880886
3766,27703752.623318344
1166,11828715.052094718
4688,34759091.59439205
1171,10650529.407520927
2469,22973000.267669436
4656,37604492.29952734
3622,31629379.812260866
4400,33320802.995501198
1023,4192930.0654108515
2893,25815088.86746341
3617,35168030.7022272
3093,22755865.179490324
2468,24410582.540320385
2253,19154270.226449233
2796,19360925.434920773
2761,19693484.09594351
2786,23335354.32008195
4702,37402613.13622769
3378,24085261.069725282
4643,33061882.156323783
4144,31611842.01622048
4932,41037427.02499335
2555,21420797.742190585
1776,13704286.127499765
3266,27733661.582874447
802,10536080.159588063
1138,11286379.531302445
555,5076073.985831258
1025,11984216.019982066
4623,35104449.09335112
2625,21325241.381333943
3787,30692736.193198897
864,4201140.224671464
2146,16908377.513146926
1418,6119120.957314091
3297,33112534.14298886
2031,14435758.634691061
3845,36518342.39426394
2406,20362253.51715848
3586,31382592.396467876
2575,20133600.604947206
1213,11327789.075885024
1562,15447468.919965308
2476,22801657.243182547
1796,17692320.170223072
625,4895001.869882471
4096,32326920.982525934
3783,26481471.02419719
2103,19393657.03353081
566,8775136.133970328
732,11703945.03975379
2656,23163517.903741524
1669,12052560.681274291
2658,17172711.570131633
4706,41773000.19925005
1993,11555170.299667394
4507,36034187.7667687
2972,24103079.516169064
3160,26071634.58644694
3239,27019407.80010752
2261,19502442.669102725
4014,25865910.21376441
2475,20843967.72961038
2862,17207273.277664367
1376,14204654.219272984
4312,33830624.53258917
3948,26112889.82432995
1812,13053385.967843872
1960,14969773.98244604
3209,30244098.852665015
2824,24181913.225250736
2233,19897334.83305174
2105,21383664.902661804
3063,25215567.13622653
3921,34630563.88309721
4017,35187583.34179597
2897,20316591.519291762
4235,39298950.73288949
3370,23699094.659787916
1660,17032099.948433544
742,2384780.889283102
3090,27523710.36445502
1563,19089744.634450518
4824,38953064.03034937
3095,24990933.071440563
1419,14183319.997950548
505,4051810.632112371
967,14190836.111228464
4670,38936576.74837609
503,4063491.475337823
1145,8539143.41631295
617,3137154.589480938
3428,26540735.03972753
3051,24355979.81902421
4789,37849082.77950426
1346,9793474.177588688
3262,33392523.691057317
1641,11037714.770531531
2310,19919897.762938526
1223,12561563.029282616
724,8682323.986751199
4708,38488178.77265258
2548,20661892.28445807
4915,41674642.47371852
2073,18383564.9499346
2328,18847123.49569746
2417,15650364.284826707
4734,37468228.83300026
2526,17768349.508877628
4244,32950521.34980102
1401,12307669.715550879
2539,22388208.43198985
509,10413358.253877219
760,5467780.863288559
2173,20707876.90582545
2719,23669880.07331351
2560,25367993.011919368
4213,36432686.15878688
2119,14926555.718141051
820,2390861.9121263064
1842,16669785.099002514
2876,22422647.00629883
3332,24715058.76214821
3324,23789266.886400767
2494,21434926.492761467
3458,33187123.097940095
2538,20077982.962881874
3990,34690810.93322597
4177,34109200.94934722
1618,10075853.73268982
2104,20036434.03053125
4527,33931923.86791789
735,6944879.891780694
2469,19727438.754984085
4929,43111232.30369707
2408,17089547.02258794
875,9172609.723405879
4030,30720607.777953897
3135,24546684.363013644
2070,6654399.317379694
3060,31756295.714853726
3891,33779670.79847869
3465,26417957.542185508
4143,30770032.93500102
4350,34313053.741361976
1372,14126638.604458354
1752,9339745.223245224
1814,15087246.742116986
3398,33495925.61738802
577,2214160.9920965875
3121,26209155.116290964
4727,45425929.44577327
1100,11696454.889072318
1565,13897771.461456366
2636,23607909.36472701
2949,23389403.99497089
2843,27642893.85591032
2363,18706009.931299366
1818,9666455.173792068
4097,32602090.68817862
4262,32195796.410369888
2690,21676417.963407714
1492,12158747.822758108
3212,30288269.59941472
2692,24621878.179993156
1748,15773796.46272619
3554,29423163.766002215
4533,34087425.973426014
2497,14432474.287002968
4187,34835480.03417835
2651,24591923.610720977
4518,36818998.35026623
3610,28275437.0316399
2470,22153506.495642636
697,6326003.398126959
3126,31065232.575921886
1702,18314185.026204854
2535,24158524.171069987
977,11089202.342629712
1754,11161497.75664563
1422,14364981.106157798
919,9480977.872939726
2704,24451274.18517349
3097,27253828.460439157
1620,15318287.763544196
3568,37646599.40864878
1450,12371442.990144243
2836,26497012.14248799
2743,21531030.56920799
3145,28531924.751663014
2357,22673959.670697365
2365,21013278.231406044
3412,33303740.827129498
3353,25171171.890918747
3728,29362337.174995333
4219,35389140.25807047
3728,33466420.560452666
2871,24506288.5638848
3391,31985277.109531697
4256,33062930.387101043
4725,35378264.53153434
594,6676385.009609514
3174,26160459.17165891
2455,22268591.16107466
1293,11261793.127400488
2334,18651940.628129628
2616,21703187.28482883
4606,37934546.684379555
3825,30685056.10045501
3419,27742603.861029714
3097,24565219.98903927
3705,33209995.359608218
1314,12094063.013517398
845,14530257.416506298
2849,24274113.653835386
862,6243427.589014015
2943,32556026.124589194
2765,24360879.133143008
2688,25474374.36067845
3505,30816308.949607477
3781,33117033.087893248
1484,14478962.154057423
2139,14805746.305671804
1327,12718587.142684236
3230,22865416.088449284
4031,32724911.490762398
4951,38431147.63031014
3435,29552410.557546172
4376,37010378.742014706
626,7451437.67229556
3677,31277889.71824726
3556,27627523.974640805
1103,9040989.53194496
3949,35353188.48376346
4646,41371570.0318832
4033,29823650.704120353
3867,27343217.10246206
3868,29763331.850385863
4297,38511622.74609675
2292,22980652.090549104
3361,25113864.358796485
3976,33729928.061209016
3917,37839293.99942026
2145,19405934.431721002
1705,18904509.85569928
3530,32236179.710249294
3372,25245403.881316267
3572,29006055.729508765
2354,19936263.434875544
4521,37480400.16406402
3208,29412986.860315714
4002,34242054.28682622
1832,6847397.168665655
701,2669479.180721822
4007,26493857.25507187
4712,39222095.721966006
1074,10313462.948403284
1036,10137674.875832155
2125,15123215.196856152
2622,23998432.015359968
885,10228787.489405587
3781,27482552.798384525
974,4393885.395653384
917,8335604.941319186
4100,39175346.820840076
1454,17731228.226595927
1705,16330213.081344157
4620,35770009.98525977
2490,23580527.978465755
4072,32218727.205572877
4880,37737478.889978565
4658,31832099.505134016
3213,27011146.59504296
2703,20734397.952587873
3620,30249291.13858551
1466,5829926.911288816
3932,32965480.01775106
1188,3210636.508085116
4743,42207820.75980566
4201,36173673.70240525
841,6892005.685726237
2224,20480159.580246236
4922,37441777.21200934
2292,19553126.546844676
2259,21456322.115381006
3712,21413132.252725832
1489,11570326.920967428
2762,23028067.609590877
2982,24267119.1467627
1451,16979305.478682216
1222,7404296.625231346
3889,30248522.269664314
2579,15884392.921074655
3217,31266859.953819435
2832,22917129.5721736
3876,30692773.33588988
2000,16842551.953067858
785,9188707.485290973
3995,34002090.21054837
2565,29463652.64067126
1268,12505807.665211324
3557,28060263.712492757
4789,37627929.787428156
2661,21109723.142749574
3793,26838489.22611049
1446,12687592.622474758
3835,34030404.318626754
4650,36359909.198130295
1981,14425859.831147665
2401,24755835.4388827
3951,28328550.530136503
4564,31308544.870568097
554,1973294.1690578521
2323,14962701.848627111
3962,33854678.192313746
3579,28549886.49865128
1332,10996938.86492848
4908,43722802.53092432
3306,25373995.41651167
2990,27245268.23523692
827,12149968.39760961
3810,30113012.50595902
3800,33611068.56666894
4175,33674546.26241306
3554,32204294.386522368
2643,17429532.43727118
1811,10551463.264623962
3691,29354196.855277378
3038,22637225.57282069
4483,35313872.67171034
664,5653420.25265858
4777,41376040.595508754
1322,10353018.264302196
1443,10072416.068130739
4925,39345459.869723305
1274,8884564.160580147
2698,19781983.493811857
3656,25408949.559269093
4742,39144434.34866323
4195,32853882.88020884
3952,35514836.21770401
1414,7969811.723823179
1808,13837749.334856363
4677,43854721.66197625
1013,6285171.448706452
2420,19650400.243711628
4094,30104468.051523894
1909,12226717.461657057
3690,35161932.949263036
4991,41441118.47791144
2055,17841036.51471287
1304,6343051.294651333
1779,16308224.16432491
4077,37088265.83798148
3401,31656431.182485588
1887,18100999.68881848
3261,23699543.267213788
3179,27371370.251578975
2606,23850754.88142982
4723,33400669.244733296
3268,23780161.225554645
4453,39288471.96523032
3686,33116137.330015786
3780,26594250.89913582
3073,27969064.377807517
3099,26077910.197460853
4533,39607026.863821454
736,4984436.029698176
1804,17367550.489442706
3930,34971486.323456876
1801,14353995.193632865
3041,25381257.638519857
2551,19462435.11148604
941,13482916.846057639
2576,21247184.182022702
3680,27673927.024468455
3157,24108522.25837575
4298,35764311.80342634
1304,13691993.515334636
574,1584519.4645484346
2675,27942980.008827347
4424,37318025.88216685
2589,23111367.91890824
540,5028431.36852969
2581,21705776.902053375
2122,17531150.58621779
841,10781387.907107882
4552,37392214.23763989
2574,23893150.65547813
1145,8858457.429942284
4763,39690921.58493695
1109,7460238.967281736
954,12281584.69764861
3453,26122758.277842652
2208,17689061.66721602
3972,31831118.762635764
3469,27690145.836978696
3528,31391487.30832881
3181,25498026.70579007
4129,38213773.59162322
4725,36344574.7416095
3567,30044132.40982812
1886,13760642.0320622
4276,36470918.3475944
3366,27880150.81906969
3863,31438813.865904566
4624,41557424.89951057
648,4220974.386834689
4350,37559545.472854
2558,19157120.261975624
1636,14426055.60048112
686,2901274.015329664
3354,25844448.561079778
1750,14753570.863281405
1833,21107947.501969233
4693,38846411.611379325
4650,43164004.94760012
3211,27348969.875072755
2285,18118747.266575184
1250,15618069.56780208
2262,20407052.86622026
4420,34431835.218351856
4960,42091714.37820089
981,7970215.750277169
653,256897.4114861125
2024,19999919.477796853
2620,25244802.166925788
2843,29257826.089976825
1740,16186431.076585788
560,4733829.727752402
1438,15008968.282135759
2139,20661461.09595672
4620,42874843.54940926
4726,38674117.13080067
4069,33055263.082297217
1752,12869366.740724418
4703,40236386.26017561
671,1723214.995307494
1958,18992262.118587695
4049,35155505.36559737
4697,40331210.607375115
2822,23990675.70950552
2136,22686934.742593255
3615,32535980.39628059
4590,35898768.4258729
3504,27264462.85090706
829,4992978.559756089
4140,35773849.99832676
4394,33151583.23628013
4607,41106176.43075006
1841,19696919.92503663
4163,31666951.193148647
715,6163354.396221438
838,7753862.944087241
4562,40147949.481409006
3208,31492030.12682963
3652,25159522.82139427
2250,18045457.84741995
2921,23569949.913318958
1209,6469990.435340357
4226,33352669.942087814
4142,35419306.83305183
4493,36107963.29148133
988,4270136.49417776
546,13990248.09402974
3859,32670533.59561254
900,8535082.390320025
4490,33626220.91079886
3657,31038118.485913824
4845,39267358.64787552
890,2454429.7618537815
4353,32613233.679956753
4930,42824778.05302183
1128,15856052.950001325
4732,39957496.21512914
3430,31749249.834880102
2021,16700734.07425037
1326,11348361.517958192
2000,20272937.082858395
3794,36340331.86753841
2919,28255290.080396865
1434,9272910.773845542
3542,29135123.329054262
4997,41808574.05342889
1966,15948966.109477412
4061,34651572.63024679
1114,12373730.435006842
1682,17464429.25586542
3723,35841610.45666457
3167,25347676.685825497
630,1947900.505482058
3483,29938703.78204336
4778,44875433.09355441
4959,39241072.42013782
538,7364540.9311911585
4459,38759237.37741793
4087,34270326.14203383
1420,12380774.163131144
3269,24381712.38283582
4611,31043013.78273827
992,5600447.880007913
1631,12877087.552664902
4021,36460268.06226812
810,7170615.8129458735
1238,9346922.843245555
3741,28255043.67413971
1045,11330417.485528441
2961,28763071.499291815
4846,42958307.16560238
2304,21250449.099275406
3712,26269161.760851182
4310,34424977.271468684
1313,17345912.686669026
4624,41357851.47574568
2532,16643490.345295824
4913,40137228.43040219
744,8041295.2979831165
771,4881524.61092134
4011,26160387.935773455
2271,19464472.135049295
1762,12732725.227138683
2924,22040474.782745946
4861,38823958.920207724
1420,11958972.256035564
3930,32412751.61771294
4935,37828030.303233996
4984,40211371.411097765
3124,20719729.888791732
4260,36013117.196104236
2550,12831173.759976529
4000,32131529.75869914
1665,17077558.46103086
875,4821977.93817552
2533,23413290.6109722
645,9627198.136362676
4888,30180300.142507836
931,7993911.289272773
1204,2004679.717115175
3132,25701374.663287163
4994,40930486.36705602
1463,5256368.042267485
2734,28646515.0862396
2541,22186047.422903873
2328,17076929.703753896
2608,26260138.282495555
4568,32157160.33807305
1438,8816486.899445048
1306,4549633.4289903045
1963,22107135.589618
3915,33317039.11441601
510,7058205.369545485
2368,20847003.701755427
1384,13793303.283433754
4064,33746233.14168797
1889,16924764.028122324
3901,32530810.30866885
4821,37742224.583292164
1324,11452125.704355992
2765,23940783.719785035
1436,12819647.358656392
3300,22966683.67674005
3053,21389039.99417477
4345,39008524.30174917
2296,18447017.862349793
553,7178176.041107821
1226,7531640.270832811
3236,22468562.37006041
3670,27829210.16240486
2413,19636304.78768576
2096,15772579.102146763
2414,24193800.56931714
2966,25266569.904612385
3237,32442815.855685577
1349,13005224.462214252
2609,14634347.546240568
502,8184124.819375664
4755,34511345.13259014
4569,38243601.00163402
1392,9811947.827008465
2530,27668133.10339256
3660,34598793.78229041
2876,21782538.074894726
2433,20081926.995636664
1880,16773794.208947653
4181,37038242.21468483
1790,15407455.736975038
2140,15045315.301857399
3182,24303324.08239984
1487,12882554.610869626
1718,18447370.93629407
1855,17123513.58160813
4765,36799755.220154956
4635,40025118.33312937
2060,16319045.48336552
1918,19015224.015560523
1454,20213031.254985817
1483,11787520.887169352
1474,15196815.479179112
4633,35827820.00388681
4472,36439208.698426105
1413,12392686.860616304
536,4706949.019866859
3887,39485041.06632507
2211,17768220.775964852
3520,30920554.616354603
1295,5569739.392029703
4536,38583989.69010883
3611,33314163.77705674
1824,14009207.972262848
817,5333.576878761873
2896,24052044.693518024
2662,22347551.551156584
3245,29132225.15223291
2091,23760709.106240302
3611,28747839.04819908
4430,33871135.629019156
2496,17467246.59588567
1812,16090235.851094797
1785,16718062.776455507
4811,37851033.81691225
2883,26400048.23717737
3739,32308152.230457526
2639,22241695.06893467
2204,15924755.837767623
862,6450407.053545831
3104,18542734.106952365
2216,19435361.1925941
4951,40687023.866242304
4786,39853436.97326846
4238,36416957.04669368
2969,25909464.45929667
1056,9116850.458061894
1325,11746004.129488258
3308,23251050.74991149
3219,25000838.062931724
4008,33215413.161050383
4241,32720439.27226292
2074,20172452.38761764
4498,35008103.75713491
2629,22680916.23374495
2903,24573696.97044601
